#OTU ID	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	Consensus Lineage
ZOTU1226	1	3	2	1	1	2	0	0	0	3	1	1	6	7	1	5	0	4	0	0	0	0	0	0	1	0	0	20	42	5	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1305	1	12	1	2	23	17	1	0	1	0	3	0	21	9	16	0	0	0	2	1	3	28	11	15	2	5	3	0	0	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU475	2	2	0	0	1	1	0	1	0	1	0	1	2	2	1	1	2	1	14	4	12	15	11	22	14	22	21	9	5	159	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1441	2	1	0	1	3	0	1	1	0	0	0	0	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	4	3	0	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Enorma; s__
ZOTU328	1	6	2	3	16	13	2	4	5	1	4	6	30	12	31	1	2	3	1	0	1	4	1	0	0	0	0	52	51	4	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family_XIII; g__Family_XIII_AD3011_group; s__
ZOTU1500	3	2	1	0	2	0	1	2	1	0	1	2	2	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__
ZOTU712	1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	1	2	0	0	3	1	1	2	0	0	27	94	48	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1017	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	 k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__
ZOTU427	3	13	4	0	5	4	2	3	3	1	4	1	21	15	18	2	2	3	1	0	0	0	0	1	3	0	1	20	16	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU809	1	1	2	0	3	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	1	1	0	0	0	0	5	4	5	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
ZOTU1065	2	0	0	1	4	4	14	1	2	1	1	0	3	2	4	0	0	3	0	0	0	0	0	0	0	0	1	6	7	2	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__uncultured_bacterium
ZOTU1296	5	11	0	0	17	12	2	3	0	2	2	1	23	16	10	0	0	0	2	1	1	6	2	3	1	0	1	0	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU543	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	33	3	78	0	0	0	5	211	75	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
ZOTU1507	2	28	5	4	20	17	0	1	0	3	6	3	40	18	38	7	3	7	0	0	0	0	0	0	0	0	1	118	125	22	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU639	2	0	0	0	1	1	0	4	5	0	0	0	0	0	0	0	0	0	423	49	893	3	1	2	358	113	87	1	0	2	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
ZOTU187	1	0	1	0	0	0	2	1	0	1	1	4	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	2	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__
ZOTU1311	2	3	19	9	4	1	0	0	0	1	9	5	2	6	4	6	3	11	2	0	0	0	0	0	0	0	0	2	1	1	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__
ZOTU1245	2	3	0	2	0	0	0	0	0	0	0	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU564	1	4	6	2	6	8	2	1	3	2	3	2	19	3	9	1	3	0	0	0	0	0	0	0	0	0	0	25	88	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Eubacterium]_xylanophilum_group; s__
ZOTU1035	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU705	1	4	0	1	7	3	0	5	1	1	0	0	4	4	6	0	0	0	0	0	0	0	0	0	0	0	0	67	57	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1; g__; s__
ZOTU486	1	10	0	1	8	3	0	0	0	1	2	1	28	15	26	1	6	7	1	0	4	8	8	3	4	11	10	49	84	146	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Eubacterium]_xylanophilum_group; s__uncultured_bacterium
ZOTU994	2	1	0	1	2	4	1	2	0	0	0	0	2	2	5	3	0	0	0	0	0	0	0	0	0	0	0	10	8	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Catabacter; s__
ZOTU167	1	18	4	1	35	33	5	13	5	5	9	12	64	41	254	11	20	16	11	16	12	36	30	25	49	37	41	340	334	407	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__uncultured; s__uncultured_bacterium
ZOTU670	2	10	6	2	15	9	1	1	2	2	3	0	28	11	17	2	2	2	0	0	0	0	0	0	0	0	0	14	11	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-014; s__
ZOTU711	2	8	5	2	18	13	2	5	2	1	2	3	17	11	14	4	5	4	0	0	0	0	0	0	0	0	0	21	14	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_bacterium
ZOTU460	1	6	5	2	25	15	2	7	7	1	4	2	9	11	16	4	6	2	2	0	1	4	0	0	4	9	0	27	17	8	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU747	1	1	0	0	4	6	0	1	2	0	0	2	6	5	4	5	1	1	0	1	0	5	0	1	0	0	0	3	12	9	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__uncultured_bacterium
ZOTU1081	1	1	0	0	3	2	0	2	0	0	0	2	3	3	9	2	1	0	0	0	0	0	0	0	0	0	0	9	4	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_organism
ZOTU1162	3	2	2	3	5	2	3	1	1	5	4	9	7	1	2	1	4	7	0	0	0	0	0	0	0	0	0	0	1	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU812	1	0	0	1	2	0	0	0	0	0	1	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU771	1	7	0	0	6	1	0	2	1	0	0	0	9	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	 k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Dielma; s__
ZOTU677	1	3	0	0	2	0	0	2	0	0	0	1	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	13	12	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium_9; s__uncultured_bacterium
ZOTU1148	1	0	1	0	0	0	0	0	1	0	1	2	2	1	2	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU1029	1	0	1	1	1	3	0	0	1	0	0	0	4	0	2	0	0	1	3	0	5	14	2	6	3	12	2	2	2	13	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__uncultured; s__uncultured_bacterium
ZOTU773	4	9	0	2	11	9	2	3	4	1	0	3	16	13	18	2	5	3	0	0	0	0	0	0	0	0	0	6	7	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__uncultured_bacterium
ZOTU1047	1	0	3	0	0	0	0	0	0	0	0	0	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU901	1	0	3	0	6	0	0	2	1	0	2	2	5	0	7	3	3	1	0	0	0	1	0	2	0	2	1	20	33	9	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__
ZOTU1139	1	1	0	0	1	1	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU1107	1	13	0	0	8	4	2	0	1	0	1	0	8	6	9	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-005; s__uncultured_bacterium
ZOTU1062	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU718	1	1	1	0	1	3	1	0	2	0	0	0	6	0	11	0	1	1	0	0	0	0	1	0	0	0	0	7	0	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU347	1	3	1	0	4	3	0	3	0	1	7	4	14	6	8	3	4	0	0	1	2	2	2	1	6	4	8	38	63	146	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus_1; s__
ZOTU1040	1	4	0	1	1	1	2	0	0	0	1	0	6	1	2	1	0	0	16	40	4	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU1478	1	1	1	1	1	1	1	0	4	2	8	5	6	5	3	8	11	11	0	0	0	0	0	0	0	1	0	14	15	17	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__
ZOTU1209	1	52	1	1	31	24	0	1	1	1	6	6	62	33	63	4	4	12	0	0	0	1	0	0	0	0	0	41	82	23	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium_5; s__uncultured_bacterium
ZOTU510	0	1	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	33	35	63	123	76	99	84	93	67	0	0	296	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-014; s__uncultured_bacterium
ZOTU601	0	3	0	4	1	1	1	0	2	0	0	0	4	3	3	0	0	1	1	0	1	1	1	1	0	1	2	4	2	7	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__
ZOTU1458	0	11	0	0	18	16	2	0	1	0	1	0	23	12	19	0	0	4	0	0	1	9	1	3	2	0	1	8	8	7	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
ZOTU772	0	5	1	0	6	6	0	2	1	0	0	0	9	3	5	0	0	0	0	0	0	0	0	0	1	0	0	4	5	2	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium; s__uncultured_bacterium
ZOTU1160	0	6	1	1	6	7	0	0	0	1	5	11	10	9	6	0	1	7	0	0	0	0	0	0	0	0	0	14	10	2	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU828	0	2	1	1	3	1	0	0	2	0	0	2	2	1	5	0	0	2	0	0	1	5	4	1	1	3	2	10	4	23	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-010; s__uncultured_bacterium
ZOTU898	0	3	1	0	2	4	1	2	0	0	0	0	3	2	1	1	0	0	0	0	0	0	0	1	0	0	0	5	3	8	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium_5; s__
ZOTU824	0	1	0	0	3	4	0	0	0	0	0	0	0	0	3	0	1	0	1	0	1	2	0	1	1	2	1	2	0	2	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU675	0	2	3	1	3	4	0	0	0	0	1	0	14	9	6	1	2	1	2	0	3	0	2	2	3	0	7	11	8	25	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_bacterium
ZOTU558	0	11	1	0	16	11	0	0	0	3	1	5	68	33	38	3	2	2	0	0	0	0	0	0	1	0	0	42	43	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-010; s__
ZOTU1342	0	5	5	4	6	6	1	2	6	3	2	3	14	9	16	1	6	1	0	0	1	1	1	1	0	0	0	27	27	15	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__uncultured; s__
ZOTU580	0	2	5	1	13	2	0	3	3	0	0	2	5	8	6	3	4	5	0	0	0	0	0	0	0	0	0	56	42	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family_XIII; g__Family_XIII_AD3011_group; s__
ZOTU1233	0	13	4	1	12	8	3	1	2	0	0	3	10	17	5	2	0	1	8	4	5	7	3	1	3	13	7	32	45	44	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU738	0	8	2	1	11	2	0	3	4	0	1	1	11	3	10	0	0	5	0	0	0	0	0	0	0	0	0	8	11	0	 k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mollicutes_RF9; f__uncultured_bacterium; g__uncultured_bacterium; s__uncultured_bacterium
ZOTU1302	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	50	109	27	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU373	0	36	0	0	42	35	2	1	0	1	0	0	23	14	17	0	1	1	0	0	0	0	0	0	0	0	0	6	7	0	 k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelatoclostridium; s__
ZOTU363	0	3	3	1	4	4	0	0	0	2	4	2	4	3	6	2	4	0	4	1	3	12	4	8	11	12	8	17	19	75	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__
ZOTU1252	0	19	0	1	16	19	0	0	0	0	0	0	23	13	13	0	0	0	0	0	1	4	2	2	0	0	0	0	1	2	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU714	0	8	6	2	11	8	0	1	1	1	2	0	27	13	24	3	9	8	0	0	1	3	0	1	1	1	1	30	25	6	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales_vadinBB60_group; g__uncultured_bacterium; s__
ZOTU399	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	6	1	4	1	4	32	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__
ZOTU623	0	4	1	0	2	0	0	0	1	2	0	2	11	8	5	0	0	2	0	0	0	0	0	0	0	0	0	16	17	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__uncultured; s__
ZOTU813	0	5	1	1	5	3	0	2	2	0	0	3	11	3	7	0	3	3	0	0	0	0	0	0	0	0	0	11	11	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-005; s__
ZOTU1100	0	2	0	0	0	1	1	0	1	0	0	0	4	1	0	0	0	1	0	1	0	1	0	1	0	1	0	3	5	7	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Family_XI; g__Gemella; s__
ZOTU1339	0	8	0	0	16	8	0	0	0	0	0	0	29	9	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1462	0	3	0	0	5	1	2	0	1	0	0	0	11	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__; f__; g__; s__
ZOTU976	0	1	1	0	2	2	0	0	4	1	1	1	2	2	3	0	0	0	0	0	1	3	1	5	1	1	0	0	1	3	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Family_XI; g__Gemella; s__
ZOTU750	0	2	1	0	6	2	0	0	0	0	0	0	4	2	8	0	0	0	0	2	2	2	1	1	1	1	0	3	2	8	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__uncultured_organism
ZOTU1235	0	8	2	0	17	5	1	0	0	1	2	1	18	15	12	1	0	0	3	0	2	30	21	29	11	5	3	0	2	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1456	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	4	3	1	4	3	0	0	21	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__uncultured; s__
ZOTU1400	0	4	0	2	2	0	0	0	0	0	0	1	4	6	4	0	1	0	0	0	0	1	0	0	0	0	1	10	8	5	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU164	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	80	358	956	468	592	602	526	755	0	0	5326	 k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemanella; s__uncultured_bacterium
ZOTU470	0	2	0	0	0	1	0	0	0	0	0	2	1	2	0	0	0	0	1	0	0	0	1	0	0	2	0	4	2	4	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-005; s__uncultured_bacterium
ZOTU947	0	2	0	1	1	1	0	0	1	0	2	2	2	2	6	1	1	3	0	0	0	0	0	0	0	0	0	1	5	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus_1; s__uncultured_bacterium
ZOTU1095	0	1	1	1	3	3	1	1	0	0	0	0	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-013; s__uncultured_bacterium
ZOTU1083	0	1	1	0	2	1	0	0	2	0	0	0	11	3	2	2	0	3	0	0	0	0	0	0	0	0	0	8	3	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
ZOTU825	0	3	1	0	5	3	0	0	0	0	0	0	7	2	7	1	1	0	0	0	0	0	0	0	0	0	0	3	10	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__uncultured_bacterium
ZOTU1283	0	12	0	0	4	4	0	1	0	0	1	0	13	13	24	0	1	0	0	0	0	0	1	0	0	0	0	13	30	3	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU279	0	4	3	0	6	6	2	3	3	3	1	1	13	6	8	1	6	4	2	1	3	7	1	5	4	7	5	11	7	23	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_bacterium
ZOTU1492	0	9	0	0	8	4	0	0	0	0	0	1	46	23	12	1	2	0	0	0	0	0	0	0	0	1	2	136	209	48	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU989	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	1	3	3	6	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__uncultured_bacterium
ZOTU446	0	1	0	0	2	0	1	0	0	0	1	0	6	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3	 k__Bacteria; p__Lentisphaerae; c__Lentisphaeria; o__Victivallales; f__Victivallaceae; g__Victivallis; s__
ZOTU805	0	3	1	0	2	3	1	0	1	0	0	1	12	5	14	3	0	4	0	0	0	2	0	0	0	2	2	5	4	12	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Papillibacter; s__uncultured_bacterium
ZOTU618	0	1	2	1	0	6	4	2	0	1	0	0	8	2	1	0	0	1	0	0	0	0	0	0	0	0	0	8	2	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__
ZOTU1246	0	2	1	2	4	3	1	2	1	1	4	1	14	4	7	0	2	1	0	0	0	2	0	0	1	0	0	9	5	3	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Thermoanaerobacterales; f__Thermoanaerobacteraceae; g__Gelria; s__
ZOTU1110	0	1	0	0	2	1	0	0	0	0	2	0	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	8	12	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU1355	0	9	2	0	29	26	0	0	2	0	1	3	24	10	16	0	1	0	3	1	1	10	6	5	1	2	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU725	0	1	1	0	3	2	0	0	0	0	1	2	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	5	3	2	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__uncultured_bacterium
ZOTU1262	0	3	1	0	4	3	1	1	1	0	0	1	6	0	3	0	0	3	0	0	0	0	0	0	0	0	0	4	2	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Butyricicoccus; s__
ZOTU1103	0	2	1	0	0	2	0	0	0	0	0	1	6	2	3	0	1	0	0	0	0	0	0	0	0	0	0	8	6	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU637	0	1	0	0	1	0	2	0	0	0	0	0	1	1	5	2	0	0	0	0	0	0	0	0	0	0	0	5	7	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family_XIII; g__Family_XIII_AD3011_group; s__uncultured_bacterium
ZOTU689	0	1	0	0	1	0	1	0	1	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family_XI; g__Peptoniphilus; s__
ZOTU1357	0	1	1	1	0	0	2	0	0	1	0	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU611	0	3	1	1	2	1	1	0	0	1	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	0	5	2	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__uncultured_bacterium
ZOTU1385	0	4	0	0	2	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU906	0	4	4	0	7	3	0	1	1	0	2	1	12	3	4	0	1	0	0	0	0	0	0	0	0	1	0	10	8	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__
ZOTU742	0	2	0	0	1	3	1	0	0	0	2	1	2	1	1	0	0	2	0	1	0	2	0	1	0	2	0	4	8	6	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__
ZOTU954	0	6	1	0	5	0	0	0	0	0	0	1	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__uncultured_bacterium
ZOTU684	0	2	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	1	0	0	0	0	0	0	25	16	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]_torques_group; s__
ZOTU1449	0	2	0	0	2	2	0	0	0	0	0	0	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	6	6	2	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__uncultured; s__uncultured_bacterium
ZOTU768	0	1	0	0	4	1	0	0	0	0	0	0	8	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	144	1	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__; s__
ZOTU541	0	1	5	1	1	4	0	1	0	1	1	1	9	1	10	4	5	3	0	0	0	1	0	0	2	0	1	292	658	94	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1469	0	2	1	0	0	1	1	1	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__
ZOTU631	0	2	1	0	1	3	4	2	1	0	1	2	9	2	9	0	0	1	0	1	0	0	1	2	0	0	0	0	1	12	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenella; s__
